,username,location,following,followers,totaltweets,whentweetcreated,retweets,text
3600,saadetcaneker, türkiye,1196,1162,20953,2021-01-01 11:38:00,6,ben yeni yılın ilk dakikaları bu reklamı izledim gözlerim doldu yüreğim sıcacık oldu gerçek gibiydi yeşilçamla büyümek seninle gülmek çok güzel kemal sunal sen hep gül 
3601,MurKAnt_Uz,,9798,8912,24209,2021-01-01 11:36:24,0,ve sen öyle güzel gülüyorsun ki kemal abi gülüşün unutulmuyor 
3602,MurKAnt_Uz,,9798,8912,24209,2021-01-01 11:30:49,6,ben yeni yılın ilk dakikaları bu reklamı izledim gözlerim doldu yüreğim sıcacık oldu gerçek gibiydi yeşilçamla büyümek seninle gülmek çok güzel kemal sunal sen hep gül 
3607,Brs2941,"Kocaeli, Türkiye",332,253,3273,2021-01-01 11:05:01,0,tartışmasız en iyi reklamlardan biri 
3617,aliko007,Bursa,69,334,19536,2021-01-01 10:04:25,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3626,GumrukcuViolin,Türkiye,148,130,32894,2021-01-01 09:40:59,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3630,EvrenBakc4,,1320,1067,20891,2021-01-01 08:57:55,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3652,CanAndrea__,,202,2604,42709,2020-12-31 23:07:28,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3654,CananErtuqrull2,,1576,1436,2052,2020-12-31 22:42:16,0,tam da ödevim için ziraat bankası sunumu hazırlarken tak diye yıl reklamınızı yayınlamanız sanki bana yetiştirmeye çalıştınız
3659,_HeroGirl_,,175,93,4055,2020-12-31 22:00:48,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3664,alnazfsp,AlNaz,336,801,16747,2020-12-31 21:54:09,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3666,gulaktasss,,905,1757,10278,2020-12-31 21:49:26,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3667,batushco,BEYOND AKARETLER,442,523,5370,2020-12-31 21:47:25,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3674,asenaaycayldrm,"Ankara, Türkiye",209,138,279,2020-12-31 21:30:29,6,ben yeni yılın ilk dakikaları bu reklamı izledim gözlerim doldu yüreğim sıcacık oldu gerçek gibiydi yeşilçamla büyümek seninle gülmek çok güzel kemal sunal sen hep gül 
3675,erkal_sra,"Antalya, Türkiye",443,358,2548,2020-12-31 21:29:41,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3676,basakmngr,"İstanbul, Türkiye",326,179,2746,2020-12-31 21:29:36,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3701,felsefesorusu,"Batman, Türkiye",1051,360,3318,2020-12-31 19:40:39,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3703,GkhanAltunta19,"İstanbul, Türkiye",901,776,9669,2020-12-31 19:38:20,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3705,emexiz,,1439,1450,2984,2020-12-31 19:28:51,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3707,gsmuratc,,299,192,9636,2020-12-31 19:17:40,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3742,Erenavc27,,292,449,2986,2020-12-31 16:57:36,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3754,Memocan_48,Bodrum,5248,10988,136970,2020-12-31 16:12:29,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3758,kbraaorcc,"Beşiktaş, İstanbul",788,1232,6642,2020-12-31 16:04:25,0,muhtesem bir iş harikasınız tek kelimeyle en iyi reklamlardan biri dan büyük ustayı saygıyla ve rahmetle anıyoruz 
3762,svdsnkc,,161,348,1656,2020-12-31 15:51:20,0,diyerek ağlatan reklam yapmışlar 
3773,bayclarkkent,Kripton,403,1681,24292,2020-12-31 15:19:46,1, yi güzel kapatalım dedik ve sinemamızın en güzel gülen oyuncusu kemal sunal dan destek istedik sonuç hem çok duygusal oldu hem de yüzümüz tekrardan güldü herkese iyi yıllar 
3778,ziraatbankasi,Türkiye,8,455077,4703,2020-12-31 15:14:20,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3779,lafgafcom,"İstanbul, Türkiye",77,102,61,2021-01-06 20:34:03,0,kemal sunal ın reklam filmi nasıl çekildi 
3793,me3ve_,"Antwerpen, België",592,712,10706,2021-01-04 19:04:51,32,çok özledik be kemal abi
3794,Penarr_,Bilmiyorum ,264,646,3223,2021-01-04 18:45:19,1,bu reklama kalbimi bıraktım 
3795,samhoca,güvercinlerülkesi,170,65,2608,2021-01-04 18:12:41,1,bu reklama kalbimi bıraktım 
3796,mustafagur1903,Türkiye,1760,842,2343,2021-01-04 16:52:55,0,muhteşem bir reklam daha teşekkürler sende iyi ki varsın
3801,SedatSe98348320,"Wien, Österreich",431,135,2510,2021-01-04 12:28:08,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3803,enesos44,Malatya,4980,2876,258649,2021-01-04 08:27:18,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3804,yalnizcaselda,33|43,1688,2433,3440,2021-01-04 07:47:27,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3806,Zey_blt,67🇫🇷,2075,2159,7624,2021-01-04 07:40:55,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3808,Anl0690,"Ankara, Türkiye",456,913,77951,2021-01-03 23:38:41,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3828,KaguyaTotoro,,29,72,2861,2021-01-03 15:02:29,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3831,arasm01,"Adana, Türkiye",67,79,594,2021-01-03 14:21:49,2,rahmet le anıyoruz ve gülümsüyoruz 
3832,mehmetarass01,"Seyhan, Adana",113,189,3768,2021-01-03 14:21:25,2,rahmet le anıyoruz ve gülümsüyoruz 
3837,Nomade_inTr,Başkentin biri,66,66,517,2021-01-03 13:22:48,0,güzel reklam olmuş 
3840,atac_basar,"İstanbul, Türkiye",1554,208,4615,2021-01-03 13:00:43,0, çok güzel bir reklam olmuş
3845,memmed_memmedli,Azerbaijan,264,183,1461,2021-01-03 10:56:46,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3856,gursoyarda89,"Bursa, Türkiye",138,209,2295,2021-01-03 05:54:57,0,ziraat bankası yıl kemal sunal aracılığıylatüylerim diken diken oldu
3874,hasanhuseyn45,"Manisa, Türkiye",210,245,133,2021-01-02 18:05:30,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3891,Abdullah_ErRais,,574,91,649,2021-01-02 15:23:21,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3895,Esrefulukurt,,202,28,1802,2021-01-02 15:19:12,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3906,sevakpinar,,775,625,143,2021-01-02 14:47:33,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3913,furkankarakusum,,5783,6190,17062,2021-01-02 14:07:50,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3924,srhtckmk35,,59,12,581,2021-01-02 13:15:18,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3926,baristw,🇹🇷,1696,1767,4161,2021-01-02 13:09:37,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3957,AlbayrakAtiba,,956,144,3941,2021-01-02 09:35:00,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3960,erpa1234,avşa adası,1624,618,9160,2021-01-02 09:21:58,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3966,krhnila,elli3,182,242,4531,2021-01-02 08:56:58,1,harika duygu yüklü bi reklam gözlerim doldu
3967,Emiinaksu,"Düzce, Türkiye",561,462,8682,2021-01-02 08:56:31,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3969,harunsaglam,"İstanbul, Türkiye",279,13988,12850,2021-01-02 08:38:34,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3973,CenkBabaeren,Turkey,4195,20928,184514,2021-01-02 08:14:42,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3975,19Black03Eagles,Cyprus,756,798,1891,2021-01-02 06:53:54,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3988,memovi,,4993,2397,57430,2021-01-01 22:46:15,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
3996,Melis_Dewam,,1287,1278,7794,2021-01-01 21:57:53,2,gülmek en çok sana yakışıyordu güzel adam
4001,zidane_to,,271,637,31578,2021-01-01 21:25:46,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4002,Asyaakcaay,Turkey\Samsun,602,651,28546,2021-01-01 21:25:30,0,ziraat bankası reklamına ağlarım
4009,mucizedoktorff,türkiye izmir,261,55,11576,2021-01-01 21:05:31,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4013,emretasdmr53,53🇹🇷,506,569,4070,2021-01-01 20:57:08,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4015,Bsraashin,Bursa,751,1209,2639,2021-01-01 20:54:28,1,ziraat bankası nın kuruluş yıl dönümü özel reklamında deep fake teknolojisi ile canladırılan kemal sunal ı görmek sizleri de duygulandırmadı mı 
4034,OsmanCanCengiz1,,102,1368,1698,2021-01-01 20:27:34,0,öyle şeyler yap ki hiç unutulmasın 
4035,sidarnarin3,"Kartal, İstanbul",147,299,3884,2021-01-01 20:27:26,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4060,KubilayKrgcl,,589,186,16652,2021-01-01 19:50:26,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4061,aurovertino,,2895,262,1470,2021-01-01 19:46:55,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4067,nomadioX,🌚,775,1142,24040,2021-01-01 19:45:07,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4069,paypaydapayam,Cehennemin sahibiysem demek ki,2550,2567,12298,2021-01-01 19:42:54,0,aaah be kemal sunal gibi adam geçti bu ülkeden
4071,asokeyfi,Rize / Eskişehir,825,1889,23607,2021-01-01 19:39:39,1,harika duygu yüklü bi reklam gözlerim doldu
4078,sefarslan28,"Şile, Türkiye",444,218,5954,2021-01-01 19:14:59,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4083,kuroyff,,761,30,97,2021-01-01 19:10:58,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4090,SiyahBeyazFaNi,,2338,2526,46202,2021-01-01 18:38:35,2,gülmek en çok sana yakışıyordu güzel adam
4092,Omer__Bjk1903,"İstanbul, Türkiye",1097,1376,5996,2021-01-01 18:25:32,2,gülmek en çok sana yakışıyordu güzel adam
4100,mebayram,İstanbul,489,134,733,2021-01-01 17:46:36,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4105,ruhsaltarti,,324,330,169,2021-01-01 17:39:16,0,ziraat bankasının kemal sunal lı reklamı iç ısıtıyor 
4111,1kisiicin,Turkey,316,321,14985,2021-01-01 17:23:55,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4122,f_e_r_h_a_t_g_s,,827,654,2610,2021-01-01 16:53:27,0,yeni reklamı çok güzel olmuş 
4129,cekirdeksizavo,,771,665,9206,2021-01-01 16:51:15,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4132,arand_rukiye,Türkiye,791,114,3872,2021-01-01 16:46:59,0,yapay zeka ile kemal sunal ı ziraat bankası reklamında görmek çok güzel teşekkürler 
4135,ttomriss81,,386,210,2407,2021-01-01 16:46:01,0,ziraat bankası çok güzel reklam yapmış canım kemal sunal
4143,o1turkmen,uzay,78,42,24790,2021-01-01 16:37:21,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4145,kscabeko,"İstanbul, Türkiye",434,138,6024,2021-01-01 16:37:04,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4148,bthnzby07,17,331,178,9868,2021-01-01 16:36:55,32,çok özledik be kemal abi
4164,Ricercatore_,,327,268,724,2021-01-01 16:05:08,0,ziraat bankası da reklam olmuş kemal sunal ı saygı ve minnetle anıyorum kemal abi gülüşün unutulmuyor duygulandırdı 
4174,rizaakorkmaz,,786,510,282,2021-01-01 15:36:01,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4175,ozberkinritmi,,237,328,8006,2021-01-01 15:30:06,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4176,taraizgezen,,377,168,167,2021-01-01 15:29:14,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4182,filaligs2,"İstanbul, Türkiye",3639,6474,19650,2021-01-01 14:58:33,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4183,ertan_eker,"Adana, Türkiye",92,35,886,2021-01-01 14:56:45,0,ziraat bankası sen gönüllere girmeyi başarıyorsun 
4188,hotmail_figen,,1542,965,23715,2021-01-01 14:50:00,0,kemal sunal adamdır nokta 
4195,TheMehmet20,,1462,1087,373,2021-01-01 14:31:10,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4208,uygar31817678,"Ankara, Türkiye",136,84,2121,2021-01-01 13:01:55,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4220,Onurkaya26Kaya,"Eskişehir, Türkiye",378,748,1587,2021-01-01 12:19:18,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4221,alperdmg,,8425,27584,114153,2021-01-01 12:17:39,6,ben yeni yılın ilk dakikaları bu reklamı izledim gözlerim doldu yüreğim sıcacık oldu gerçek gibiydi yeşilçamla büyümek seninle gülmek çok güzel kemal sunal sen hep gül 
4230,YamanGkhan,Moers-NRW/İstanbul,1533,1524,132360,2021-01-01 11:39:33,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4231,saadetcaneker, türkiye,1196,1163,20953,2021-01-01 11:38:00,6,ben yeni yılın ilk dakikaları bu reklamı izledim gözlerim doldu yüreğim sıcacık oldu gerçek gibiydi yeşilçamla büyümek seninle gülmek çok güzel kemal sunal sen hep gül 
4234,replikann,,2520,82,10737,2021-01-01 11:15:42,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4239,sinemis_97,,774,2914,12335,2021-01-01 11:02:24,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4242,Seyidogluss,"Artvin, Türkiye",853,59,50,2021-01-01 10:52:26,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4254,OktayDagli5,Ötüken (64),277,138,751,2021-01-01 09:46:28,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4256,Mrtsrhiann,"Gaziantep, Türkiye ",271,165,1297,2021-01-01 09:42:19,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4259,fantaugur,Gamba Osaka Caponlarından,736,9139,73950,2021-01-01 08:59:48,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4261,EvrenBakc4,,1320,1066,20899,2021-01-01 08:57:55,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4263,Serkan61809645,,175,32,682,2021-01-01 08:50:57,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4282,branylmaz,Graviton,2150,6140,9231,2020-12-31 23:16:02,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4285,CananErtuqrull2,,1576,1437,2052,2020-12-31 22:42:16,0,tam da ödevim için ziraat bankası sunumu hazırlarken tak diye yıl reklamınızı yayınlamanız sanki bana yetiştirmeye çalıştınız
4290,_HeroGirl_,,175,93,4050,2020-12-31 22:00:48,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4293,cagataymca6,,546,504,1168,2020-12-31 21:57:30,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4294,mavimsiolaylar,onurun yanında 🤟🏻,295,321,1373,2020-12-31 21:55:07,0,kim kahkaha attıracaktı onu düşünerek geçti günüm sonra dedim ki son gazla ustanın izinden ve yolumu aldım senin gibi olamam ama senin gibi bir çok kişiyi güldüreceğime emindim ve yine eminim son gaz senin izinden üstad 
4295,alnazfsp,AlNaz,336,801,16746,2020-12-31 21:54:09,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4297,gulaktasss,,905,1757,10285,2020-12-31 21:49:26,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4298,batushco,BEYOND AKARETLER,442,522,5370,2020-12-31 21:47:25,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4302,CengizhanSahinn,,154,77,3305,2020-12-31 21:33:33,0,nin son dakikalarında yi güzel hatırlatacak tek şeysin usta çok büyük düşünce reklam gibi reklam ama hiç değil 
4306,erkal_sra,"Antalya, Türkiye",443,359,2554,2020-12-31 21:29:41,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4312,Dilekklcdilek,,30,31,504,2020-12-31 21:25:48,0,yaaaa cok duygulandim görünce 
4314,fenerlikimse,,142,10370,105250,2020-12-31 21:25:20,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
