,username,location,following,followers,totaltweets,whentweetcreated,retweets,text
2273,Emel43483404,,1,4,13,2021-01-04 18:00:36,10,sağlık bakanlığı na sorduk sma hastası çocukların gen tedavisine ücretsiz erişimi neden sağlanmıyor 
2274,abdurrahman_du,,79,56,2346,2021-01-04 18:00:34,4869,hükûmete sesleniyoruz bakın sma hastası çocuklarımıza destek için hazır bir kaynak var milli piyango dan varlık fonu na aktarılan milyon sma hastası çocuklar için kullanılsın 
2275,Emel43483404,,1,4,13,2021-01-04 18:00:16,8,milli piyangodan varlık fonuna aktarılan milyon sma hastaları için kullanılsın 
2276,kemalkoc07,,446,415,1288,2021-01-04 17:59:27,1633,sma hastası çocuklarımız için hükümet harekete geçmeli hastalığın tedavisi için acilen kaynak sağlanmalı milli piyango nun milyon tl lik ikramiyesi de varlık fonu na aktarılmak yerine sma tedavisi için kullanılmalı 
2277,SukurCuneyt,Türkiye,425,240,1186,2021-01-04 17:59:15,1045,milli piyango nun satılmayan biletlerinden varlık fonu na devredilen milyon tl nin sma lı çocuklarımıza harcanması için yapılan çağrı sloganik olmaktan öteye bir çağrı değildir 
2278,hudaverdihera,,234,226,1079,2021-01-04 17:58:49,286,son 28 haydi ki şi den topladiğimizda hamza artik i lacina kavuşacak 
2279,alen_cuda,,278,94,706,2021-01-04 17:58:35,0, çocuğumu kobay olarak kullansınlar ozaman bu nasıl acı bir cümledir allah kimseyi sevdiğinin canıyla sınamasın insanın çekeceği acının sınırı yok 
2280,su75859756,"Kensington, London",21,1,56,2021-01-04 17:58:08,55,yardımlaşma ve dayanışma bir toplumun gelişmesi için güzel vesiledir arthur kesler
2281,nurtensbeyi,"İzmir, Türkiye",995,358,8354,2021-01-04 17:57:28,28,milli piyango gelirlerinden varlık fonu na aktarılan milyon lira sma hastası çocuklarımız için kullanılsın 
2282,NurYolda3,,10,4,23,2021-01-04 17:57:09,1367,varlık fonuna aktarılan milyon sma hastası çocuklar için kullanılsın 
2283,su75859756,"Kensington, London",21,1,56,2021-01-04 17:56:59,44,hatay arsuzlu sma ti p hastası in de kampanyası yarım kaldı milli piyango ikramiyesi milyon kaç hayat kurtarır smalıbebeklere valiliki zni
2284,alirizadeger,Istanbul,47,111,9934,2021-01-04 17:56:30,920,sma hastası çocukların umudu ol milli piyango tarafından devredilen milyon sma tedavisinde kullanılsın paylaş 
2285,Sevtap94637653,,221,132,1362,2021-01-04 17:56:28,1435,madem öyle devletin karşıladığı ilaç spinraza kriterlere bağlı olmasın spinraza yalnızca düzenli kullanıldığında hastalığın ilerlemesini durduruyor bebekler o kriterlere uygun değillerse ilacı alamıyorlar 
2286,Giiizemli3,,182,158,283,2021-01-04 17:56:12,0, devlet olmanın yaşatma gerekliliği ile kaynağı doğru yerde kullanma adresi sma hastası çocuklarımıza bunu borçlusunuz 
2287,temizP4k,,374,129,2519,2021-01-04 17:56:11,156,arkadaşlar ben bir diyaliz hastasıyım günlük bile sigortam yoktu benim yıllık tedavi masrafım sadece diyaliz seanslarım dolar ayda tl ilaç masrafım var devlet ücretsiz tedavimi yapıyor daha ne diyeyim 
2288,su75859756,"Kensington, London",21,1,56,2021-01-04 17:56:05,31,for birthday of donate for hamza for those wishing to participate donate through iban tr11 arzu aktaş kuveyttürk katılım bank for online donation
2289,nazlj_93,"Manisa, Türkiye",288,297,394,2021-01-04 17:55:15,0,yıllardır hayvan hakları yasasını çıkarmayanlar günde sma hastası çocuklar için kampanya yapılmasını yasaklayan yasa çıkardılar yazıklar olsun sadece kendi çıkarlarınıza hizmet ediyorsunuz
2290,KoncaTugce,"Erzincan, Türkiye",263,293,177,2021-01-04 17:55:04,0,varlık fonuna giden milyon tl sma hastalarına umut olsun 
2291,YunusEm88327552,,240,169,370,2021-01-04 17:55:03,2,milli piyango dan varlık fonu na aktarılan milyon sma hastası çocuklar için kullanılsın 
2292,su75859756,"Kensington, London",21,1,56,2021-01-04 17:54:51,47,çocuklara umut olsun nefes olsun 
2293,elifkendikbek,Türkiye,128,150,741,2021-01-04 17:54:20,0,sma hastaları için varlık fonuna aktarılan paraların kullanılmasını istiyoruz güzel de işte kime ne anlatıyoruz acaba lafı güzaf 
2294,seydaice,,317,42,148,2021-01-04 17:54:09,1764,varlık fonuna aktarılan milyon sma hastası çocuklara harcansın bu düşünceye kimse itiraz etmeyecek herkes destek verecektir sanırım 
2295,ksanli19,,678,220,19574,2021-01-04 17:54:02,156,arkadaşlar ben bir diyaliz hastasıyım günlük bile sigortam yoktu benim yıllık tedavi masrafım sadece diyaliz seanslarım dolar ayda tl ilaç masrafım var devlet ücretsiz tedavimi yapıyor daha ne diyeyim 
2296,AK_Dede_,Ahirete 1 adım...,7183,6589,73951,2021-01-04 17:54:00,178,başkan erdoğan ocak da sma ile ilgili bu açıklamayı yapmıştı zaten muhalefet çok geriden geliyor 
2297,NurOnur59,,1381,1669,307608,2021-01-04 17:53:12,3, evladım gözümün önünde eriyor diyen annelerin sürekli çocuğumun nefesini kontrol ediyorum diyen babaların gözyaşlarına bir çare olun sma hastası çocuğunuz olduğunu düşünerek karar verin 
2298,zhanZafer1,,54,40,385,2021-01-04 17:51:59,15,çağan bebek bir damla suya hasret 
2299,1imizz,,758,84,148,2021-01-04 17:51:39,156,arkadaşlar ben bir diyaliz hastasıyım günlük bile sigortam yoktu benim yıllık tedavi masrafım sadece diyaliz seanslarım dolar ayda tl ilaç masrafım var devlet ücretsiz tedavimi yapıyor daha ne diyeyim 
2300,FatihTuran88,,1531,1446,2589,2021-01-04 17:51:19,1367,varlık fonuna aktarılan milyon sma hastası çocuklar için kullanılsın 
2301,azillc,,2443,245,38337,2021-01-04 17:51:14,1367,varlık fonuna aktarılan milyon sma hastası çocuklar için kullanılsın 
2302,erkdeni,,803,119,7675,2021-01-04 17:50:43,0,kahraman kopya çekmiş 
2303,damlakzlkaya53,,11,11,5,2021-01-04 17:50:23,8,milli piyangodan varlık fonuna aktarılan milyon sma hastaları için kullanılsın 
2304,EytddE,,3222,2331,32002,2021-01-04 17:50:15,14,flaş sağlık bakanı fahrettin koca da sma hastası çocuklar ile alakalı yapılan kampanyaları hedef aldı sma lı evlatlarımız üzerinden yürütülen kirli kampanyaya kimsenin alet olmasın 
2305,ClbFikret,"Samsun, Türkiye",1737,1415,47858,2021-01-04 17:49:52,421,sma hastası hamza bebek yemek yiyemiyor su içemiyor nefes alamıyorküçücük bedeni ile hayata tutunmaya çalışıyor ve sadece günü kaldı 
2306,MelahatAkta1, Amasya,2673,2023,11932,2021-01-04 17:49:37,54,varlık fonuna aktarılan milyon sma çocuklara harcansın 
2307,NurOnur59,,1381,1669,307608,2021-01-04 17:49:11,15,çağan bebek bir damla suya hasret
2308,melisdanac2,,30,16,723,2021-01-04 17:49:10,0,smalıbebeklerevaliliki zni
2309,kerasus282828,SARIYER,209,57,275,2021-01-04 17:47:52,1045,milli piyango nun satılmayan biletlerinden varlık fonu na devredilen milyon tl nin sma lı çocuklarımıza harcanması için yapılan çağrı sloganik olmaktan öteye bir çağrı değildir 
2310,nazlj_93,"Manisa, Türkiye",288,297,394,2021-01-04 17:47:45,0,yıllardır hayvanları hakları yasasını çıkarmayanlar günde sma hastası çocuklar için kampanya yapılmasını yasaklayan yasa çıkardılar yazıklar olsun sadece kendi çıkarlarınıza hizmet ediyorsunuz
2311,Ela50420704,,4119,3790,55224,2021-01-04 17:47:20,2,milli piyango dan varlık fonu na aktarılan milyon tl sma hastası çocukların tedavisinde kullanılsın 
2312,begum_sarica,Cyprus,41,19,29,2021-01-04 17:46:41,1435,madem öyle devletin karşıladığı ilaç spinraza kriterlere bağlı olmasın spinraza yalnızca düzenli kullanıldığında hastalığın ilerlemesini durduruyor bebekler o kriterlere uygun değillerse ilacı alamıyorlar 
2313,kanidelimurat,İSTANBUL,99,22,1017,2021-01-04 17:45:48,1435,madem öyle devletin karşıladığı ilaç spinraza kriterlere bağlı olmasın spinraza yalnızca düzenli kullanıldığında hastalığın ilerlemesini durduruyor bebekler o kriterlere uygun değillerse ilacı alamıyorlar 
2314,busraaacb,"Kocaeli, Türkiye",69,76,1268,2021-01-04 17:45:02,1329,milli piyango tarafından devredilen milyon tl sma hastaları için kullanılsın
2315,enesiskece,İzmir Republic,117,109,1276,2021-01-04 17:45:00,1329,milli piyango tarafından devredilen milyon tl sma hastaları için kullanılsın
2316,Juliahly,Türkiye,524,194,1368,2021-01-04 17:44:58,1367,varlık fonuna aktarılan milyon sma hastası çocuklar için kullanılsın 
2317,Sahraozer,istanbul,328,39,815,2021-01-04 17:44:40,1435,madem öyle devletin karşıladığı ilaç spinraza kriterlere bağlı olmasın spinraza yalnızca düzenli kullanıldığında hastalığın ilerlemesini durduruyor bebekler o kriterlere uygun değillerse ilacı alamıyorlar 
2318,mozulu38,"Kayseri, Türkiye",160,73,2328,2021-01-04 17:44:35,169,i p yavuz ağıralioğlu chp li ekrem i mamoğlu dhkp c savunucusu barış atay terörist demirtaş ın eşine aynı tweeti attıran güç kim 
2319,demirinzaman81,,527,576,2062,2021-01-04 17:44:30,0,chp nin yılından kendi hesabına düşen iş bankası kârı milyar milyon lira bu parayı ülkemizde ki tüm sma hastaları için kullanın yer mi 
2320,EROLKu20,"Bahçelievler, İstanbul",209,67,67,2021-01-04 17:43:32,94,gerçekten çok gari p bill gates e teslim olarak covid 19 konusunda milyonu adeta kobay haline getiren sağlık sisteminin başındaki bakan konu sma lı çocukların tedavisi olunca böylesi bir açıklama yapıyor sizce hangi tavrınız doğru sayın bakan 
2321,fadimem,Türkiye istanbul MADEINTRABZON,6791,10579,21525,2021-01-04 17:42:28,0,ülke halkı virüsle ekonomiyle mücadele ederken cocuklar yaşam mücadelesi verirken siyasilerin tutumunu duyarsızlığını kullandığı dili esefle kınıyorum smalırümeysaya umut ol
2322,fadimem,Türkiye istanbul MADEINTRABZON,6791,10579,21525,2021-01-04 17:42:05,0,ülke halkı virüsle ekonomiyle mücadele ederken cocuklar yaşam mücadelesi verirken siyasilerin tutumunu duyarsızlığını kullandığı dili esefle kınıyorum smalırümeysaya umut ol
2323,DeliyimKiBen1Rt,,1480,1761,129164,2021-01-04 17:42:00,4,az önce haberlerde ağlayarak sma li bir bebek sahibi anne ağlayarak ben izin verdim kobay olsun çocuğum belki iyilesicek dedi sayın bakan duydu mi acaba 
2324,IrenZelal,"Siverek, Türkiye",128,147,1003,2021-01-04 17:41:52,3,hazi ran da katledi lenannembabamyengemkuzeni mi çi n gündür adalet mücadelesi veri yoruz davamizin duruşmasi ocak aksaray ağir ceza mahkemesi nde saat da görülecekti r 
2325,mozulu38,"Kayseri, Türkiye",160,73,2328,2021-01-04 17:41:46,73,olay sma hastaları değil bunların bağlı olduğu ajansın pr çalışmasıydı sma hastası çocukları bu oyuna alet edenlere yazıklar olsun 
2326,SultanS98741994,"İstanbul, Türkiye",59,30,80,2021-01-04 17:40:29,0,ömer çelik varlık fonu na aktarılan miktardan kat be katını biz zaten bu çocuklar için yaptık diyor elinizi vicdanınıza koyun diyeceğim ama boşta kalacak 
2327,LeventYazan1,Paderborn,159,128,297,2021-01-04 17:40:11,5,varlık fonuna aktarılan milyon sma hastası çocuklar için kullanılsın 
2328,bircan_durmazz,,2152,2188,142431,2021-01-04 17:40:00,9,cumhurbaşkanlığı bütçesi 28 1 artsın evetmilletvekili maaşlarına zam yapılsın evettunus a afganistan a milyon verilsin evetsma lı çocukların tedavisi karşılansın hayir
2329,ebrukultee,,48,22,105,2021-01-04 17:39:54,1,varlık fonu na aktarılan milyon sma hastası çocuklar için kullanılsın 
2330,yagmuronal57,,1250,110,4983,2021-01-04 17:39:32,156,arkadaşlar ben bir diyaliz hastasıyım günlük bile sigortam yoktu benim yıllık tedavi masrafım sadece diyaliz seanslarım dolar ayda tl ilaç masrafım var devlet ücretsiz tedavimi yapıyor daha ne diyeyim 
2331,rizeviismail,"İstanbul, Türkiye",231,87,115,2021-01-04 17:39:07,1045,milli piyango nun satılmayan biletlerinden varlık fonu na devredilen milyon tl nin sma lı çocuklarımıza harcanması için yapılan çağrı sloganik olmaktan öteye bir çağrı değildir 
2332,GamzeGulhan06,,2794,3401,246439,2021-01-04 17:39:06,4,az önce haberlerde ağlayarak sma li bir bebek sahibi anne ağlayarak ben izin verdim kobay olsun çocuğum belki iyilesicek dedi sayın bakan duydu mi acaba 
2333,OltuluSezgin,,4336,1161,286613,2021-01-04 17:38:52,392,çağan bebek bir damla suya hasret 
2334,mftbdk,,250,217,13722,2021-01-04 17:37:35,0,sma hastaları için devletten yardım isteyelim tamam ama ilaç firmalarının fahiş fiyat politikası için neden bir tag açılmıyor yada maliyet ile alakası olmayan fiyatına neren dsö veya yaptırım gücü olan bir kuruluş müdahale etmiyor 
2335,AK_Dede_,Ahirete 1 adım...,7183,6589,73951,2021-01-04 17:36:27,156,arkadaşlar ben bir diyaliz hastasıyım günlük bile sigortam yoktu benim yıllık tedavi masrafım sadece diyaliz seanslarım dolar ayda tl ilaç masrafım var devlet ücretsiz tedavimi yapıyor daha ne diyeyim 
2336,mustafaorun72,"Batman Merkez, Batman",82,62,232,2021-01-04 17:36:04,4,milli piyango dan varlık fonu na aktarılan milyon tl sma hastası çocuklar için kullanılsın 
2337,oktaysariek2,,23,0,1,2021-01-04 17:35:20,4,milyon için yaygara çıkaranlar den bu yana ödenen milyarı görmezden gelirler vatana hizmet anlayışınız yalan üzerine kurulu siyasetinizin ötesine geçmeyecektir 
2338,mustafaorun72,"Batman Merkez, Batman",82,62,232,2021-01-04 17:34:42,4869,hükûmete sesleniyoruz bakın sma hastası çocuklarımıza destek için hazır bir kaynak var milli piyango dan varlık fonu na aktarılan milyon sma hastası çocuklar için kullanılsın 
2339,mustafaorun72,"Batman Merkez, Batman",82,62,232,2021-01-04 17:34:26,9,dünyanın en güzel varlıkları bebeklerimiz kurtarılmayı bekliyorvarlık fonuna aktarılan milyon sma lı çocuklara umut olsun
2340,Senembass,"Giresun, Türkiye",102,112,146,2021-01-04 17:34:22,2,seslerini yeterince duyuramamış bir aile var maddi anlamda katkı veremiyorsak retwetleyip daha çok kişiye duyuralım tr28 paylaşmakta bir nevi yardımcı olmaktır
2341,mustafaorun72,"Batman Merkez, Batman",82,62,232,2021-01-04 17:34:21,7,varlık fonuna aktarılan milyon sma hastalarının tedavisinde kullanılsın keşke bu konular gündemde olmasaydı devlet sma hastalarına baka bilmeyi konuşuyor isterdim maalesef
2342,kardel2n,,318,218,874,2021-01-04 17:34:16,3,arkadaşlar duyarsız kalmayalım elimizden geldiğince duyuralım yardım edelim elimizden ne geliyorsa yapalım
2343,_1610MiRella_35,3️⃣5️⃣İZMİR💛💙🇹🇷🇪🇺,6864,7864,31012,2021-01-04 17:33:49,1, evladım gözümün önünde eriyor diyen annelerin sürekli çocuğumun nefesini kontrol ediyorum diyen babaların gözyaşlarına bir çare olun sma hastası çocuğunuz olduğunu düşünerek karar verin 
2344,guyechamide,,71,49,3451,2021-01-04 17:33:23,1435,madem öyle devletin karşıladığı ilaç spinraza kriterlere bağlı olmasın spinraza yalnızca düzenli kullanıldığında hastalığın ilerlemesini durduruyor bebekler o kriterlere uygun değillerse ilacı alamıyorlar 
2345,asiye_ozdeniz,Bartın🇹🇷,304,335,2684,2021-01-04 17:32:50,259,sma hastaları üzerinden algı peşinde koşan sanatçı siyasetçi komedyen yazar vs sma tedavisini devlet ücretsiz karşılıyor çok geridesiniz
2346,MaideTa8,,34,15,30,2021-01-04 17:32:38,1367,varlık fonuna aktarılan milyon sma hastası çocuklar için kullanılsın 
2347,gor_nuran,"İzmit, Kocaeli",681,382,20640,2021-01-04 17:32:36,156,arkadaşlar ben bir diyaliz hastasıyım günlük bile sigortam yoktu benim yıllık tedavi masrafım sadece diyaliz seanslarım dolar ayda tl ilaç masrafım var devlet ücretsiz tedavimi yapıyor daha ne diyeyim 
2348,murat_atmaca,,22,9,202,2021-01-04 17:31:43,0,devletin her asamasi teker teker durumu degerlendirirken bu çocuklar teker teker ölüme yaklaşıyor 
2349,FanNuran,"Yozgat, Türkiye",121,97,178,2021-01-04 17:31:04,4869,hükûmete sesleniyoruz bakın sma hastası çocuklarımıza destek için hazır bir kaynak var milli piyango dan varlık fonu na aktarılan milyon sma hastası çocuklar için kullanılsın 
2350,1ramazanlx,"Mersin, Türkiye",56,56,233,2021-01-04 17:31:01,0,şu çocukların gözlerindeki umudu ışığı söndürmeyin 
2351,kamil_gk,Türkiye,15508,15325,164958,2021-01-04 17:30:53,6,ülke halkı virüsle ekonomiyle mücadele ederken cocuklar yaşam mücadelesi verirken siyasilerin tutumunu duyarsızlığını kullandığı dili esefle kınıyorum smalırümeysaya umut ol
2352,CelesteMastrop4,,38,6,330,2021-01-04 17:30:32,701,milli piyango dan varlık fonu na aktarılan milyon sma hastası çocuklarımızın tedavisi için kullanılsın gayet kullanılabilir 
2353,evinizinfilozo1,,188,1,31,2021-01-04 17:30:22,4869,hükûmete sesleniyoruz bakın sma hastası çocuklarımıza destek için hazır bir kaynak var milli piyango dan varlık fonu na aktarılan milyon sma hastası çocuklar için kullanılsın 
2354,murat_atmaca,,22,9,202,2021-01-04 17:29:30,1435,madem öyle devletin karşıladığı ilaç spinraza kriterlere bağlı olmasın spinraza yalnızca düzenli kullanıldığında hastalığın ilerlemesini durduruyor bebekler o kriterlere uygun değillerse ilacı alamıyorlar 
2355,_1610MiRella_35,3️⃣5️⃣İZMİR💛💙🇹🇷🇪🇺,6864,7864,31012,2021-01-04 17:29:29,0,ülke halkı virüsle ekonomiyle mücadele ederken cocuklar yaşam mücadelesi verirken siyasilerin tutumunu duyarsızlığını kullandığı dili esefle kınıyorum smalırümeysaya umut ol
2356,arzutrk12,"Washington, DC",488,1660,11770,2021-01-04 17:29:29,421,sma hastası hamza bebek yemek yiyemiyor su içemiyor nefes alamıyorküçücük bedeni ile hayata tutunmaya çalışıyor ve sadece günü kaldı 
2357,yarenordul,,139,133,1259,2021-01-04 17:29:05,38,zolgensma gen terapisi fda onaylı bir tedavi yani çocukların denek olması ya da şüpheli tedavi gibi bir şey söz konusu değil bari göz göre göre yalan söylemeyin be birader
2358,brnklbkn,"Şanlıurfa, Türkiye",753,645,307,2021-01-04 17:28:37,0,eminim hükümetimiz bu meleklerimiz için milli piyangoyu satmadı milli piyango tarafından devredilen milyon tl sma hastaları için kullanılsın
2359,Aye59066103,,112,15,270,2021-01-04 17:28:30,510,chp nin i ş bankasından kazandığı paralar sma hastası çocukların tedavisinde kullanılsın 
2360,sibelsengul_,,3898,7855,34575,2021-01-04 17:28:15,392,çağan bebek bir damla suya hasret 
2361,lutfiye7777,,1705,609,76920,2021-01-04 17:28:03,1435,madem öyle devletin karşıladığı ilaç spinraza kriterlere bağlı olmasın spinraza yalnızca düzenli kullanıldığında hastalığın ilerlemesini durduruyor bebekler o kriterlere uygun değillerse ilacı alamıyorlar 
2362,mehmet_tekbas,,79,188,31303,2021-01-04 17:28:00,359,bakanlığın bütçesinden daha fazla bütçe payı olan millet bahçelerine ayrılan 16 milyar lira sma hastaları için kullanılmalı bu milletin kaynakları bu milletin öncelikli sorunlarına kullanılmalıdır ocaklar yanarken bahçe peyzajı ile uğraşılmaz 
2363,mervekalin,,106,85,52,2021-01-04 17:27:51,1,sma hastası çocuklarımıza bir nefes olalım bir ses olalım 
2364,sibelsengul_,,3898,7855,34575,2021-01-04 17:27:34,421,sma hastası hamza bebek yemek yiyemiyor su içemiyor nefes alamıyorküçücük bedeni ile hayata tutunmaya çalışıyor ve sadece günü kaldı 
2365,Bereket02KING,Adıyaman,844,454,9421,2021-01-04 17:27:20,169,i p yavuz ağıralioğlu chp li ekrem i mamoğlu dhkp c savunucusu barış atay terörist demirtaş ın eşine aynı tweeti attıran güç kim 
2366,belge_mehtap,,185,6,28,2021-01-04 17:27:08,0,varlık fonu na aktarılan milyon sma hastası çocuklar için kullanılsın
2367,kurtulus2023te,26°-45°/36°-42°,904,3036,80175,2021-01-04 17:26:00,14,sehitler için toplanan milyonu faizi ile götüren milli piyangonun milyonunu olarak verirmi hiç 
2368,78Mustafaoguz1,,248,33,5067,2021-01-04 17:25:36,515,varlık fonu na aktarılan milyon lira sma hastası çocuklar için kullanılsın 
2369,Selin02119055,,5,46,145,2021-01-04 17:25:15,0,sma hastalarına yapılan yardım kampanyaları artık yeni çıkarılan yasa ile birlikte valilik izni ne taabi tutuldu i zin alınmadan yapılan kampanyalar suç unsuru olarak sayıldı bu hastaların bekleme gibi bir durumları yok devlet artık engel olma 
2370,yenidenrefah201,,77,88,99,2021-01-04 17:24:39,362,koşulsuz amasız bir şekilde başta sma olmak üzere hastalıklarla mücadele eden bütün çocuklarımız devletin imkanlarıyla tedavi edilmelidir türkiye bunu yapabilecek büyük ve şefkatli devlet refleksini bir an önce göstermelidir 
2371,maliyusf,,1,0,17,2021-01-04 17:23:44,0,o bagislansin bu bagislansin bizi ilgilendirmez tek dilegim vefat eden yavrumun kader arkadaşlari engellere takilmadan ilac alsin spinrazadaki kriterler kaldirilsin cunki o kriterlerle zaman kaybetmenin zorlugunu yasadim biliyorum
2372,FatmaCmert18,,73,44,460,2021-01-04 17:23:33,2,yönetimi bölümüne kadro istiyoruz 
2373,pinokyo51,"Ankara, Türkiye",433,161,10956,2021-01-04 17:23:04,1633,sma hastası çocuklarımız için hükümet harekete geçmeli hastalığın tedavisi için acilen kaynak sağlanmalı milli piyango nun milyon tl lik ikramiyesi de varlık fonu na aktarılmak yerine sma tedavisi için kullanılmalı 
2374,ADA_3433,,299,1005,3702,2021-01-04 17:22:56,4,az önce haberlerde ağlayarak sma li bir bebek sahibi anne ağlayarak ben izin verdim kobay olsun çocuğum belki iyilesicek dedi sayın bakan duydu mi acaba 
2375,sprgelicad3,"İstanbul, Türkiye",1966,1689,27506,2021-01-04 17:22:49,15,çağan bebek bir damla suya hasret
2376,glbhrsyn,"Gazipaşa, Türkiye",119,1743,6308,2021-01-04 17:21:47,1,gün geçmiyor ki vatan haini ilan edilmeyelim 
2377,dilaratash,,634,56,3600,2021-01-04 17:21:41,1435,madem öyle devletin karşıladığı ilaç spinraza kriterlere bağlı olmasın spinraza yalnızca düzenli kullanıldığında hastalığın ilerlemesini durduruyor bebekler o kriterlere uygun değillerse ilacı alamıyorlar 
2378,lewentsyn9,,433,181,671,2021-01-04 17:21:37,1,gün geçmiyor ki vatan haini ilan edilmeyelim 
2379,KArslan2010,,490,400,2320,2021-01-04 17:21:10,916,yok öyle milli piyango dan kalan milyon sma hastası çocuklar için kullanılsın demek daha fazlasını verelim herkes aylık gelirini bağışlasın var mısınız aylık gelirini versin ben aylık gelirimi veriyorum hadi 
2380,fulyademirel09,"Adana, Türkiye",33,13,192,2021-01-04 17:20:59,17,smalıbebeklerevaliliki zni eliz mira mert aylık hayata tutunması için izninize ihtiyacımız var sayın eliz mira nın sesini duyun lütfen 
2381,seemabuluut,,195,140,1584,2021-01-04 17:19:54,1435,madem öyle devletin karşıladığı ilaç spinraza kriterlere bağlı olmasın spinraza yalnızca düzenli kullanıldığında hastalığın ilerlemesini durduruyor bebekler o kriterlere uygun değillerse ilacı alamıyorlar 
2382,teoo9,,441,295,3725,2021-01-04 17:19:48,156,arkadaşlar ben bir diyaliz hastasıyım günlük bile sigortam yoktu benim yıllık tedavi masrafım sadece diyaliz seanslarım dolar ayda tl ilaç masrafım var devlet ücretsiz tedavimi yapıyor daha ne diyeyim 
2383,fgneds,,7438,10082,151275,2021-01-04 17:19:34,6,ülke halkı virüsle ekonomiyle mücadele ederken cocuklar yaşam mücadelesi verirken siyasilerin tutumunu duyarsızlığını kullandığı dili esefle kınıyorum smalırümeysaya umut ol
2384,sibelsengul_,,3898,7855,34575,2021-01-04 17:19:26,53, an yok sma lı bebeklerin çocukların çektiklerini gören yok yardım toplamak isteyenleri yasayla engellediler aileleri kendi sorunlarıyla baş başa bıraktılar bundan daha büyük bir çaresizlik olabilir mi 
2385,NURDANBOZ,"İstanbul, Türkiye",289,278,956,2021-01-04 17:19:10,0,evlatları için çırpınan o anne ve babaları anlamanız için evladınızla sınanmanız mı gerek 
2386,Seda32916070,,12,15,313,2021-01-04 17:19:07,4,bir annenin daha gülümsemesi solmasın
2387,NergizSafiye,,169,68,1854,2021-01-04 17:19:04,4,bir annenin daha gülümsemesi solmasın
2388,cahidesevin,"Yahya Kaptan, Kocaeli",246,194,2574,2021-01-04 17:18:45,22,evet depremde sms isterken covid de atarken devlet aciz değil sma hastaları için millet kampanya destekleyince aciz 
2389,demirtas_emrah,,113,17,140,2021-01-04 17:18:27,1367,varlık fonuna aktarılan milyon sma hastası çocuklar için kullanılsın 
2390,BasirMuberra,,1799,1063,69580,2021-01-04 17:17:51,156,arkadaşlar ben bir diyaliz hastasıyım günlük bile sigortam yoktu benim yıllık tedavi masrafım sadece diyaliz seanslarım dolar ayda tl ilaç masrafım var devlet ücretsiz tedavimi yapıyor daha ne diyeyim 
2391,pinokyo51,"Ankara, Türkiye",433,161,10956,2021-01-04 17:17:17,4869,hükûmete sesleniyoruz bakın sma hastası çocuklarımıza destek için hazır bir kaynak var milli piyango dan varlık fonu na aktarılan milyon sma hastası çocuklar için kullanılsın 
2392,NecdetYldz66,,125,102,35623,2021-01-04 17:17:03,1,milli piyango dan varlık fonu na aktarılan milyon tl sma hastası çocuklar için kullanılsın 
2393,YusufGz12129682,,420,151,39335,2021-01-04 17:16:33,603,milli piyango da varlık fonu na kalan milyon tl sma hastası çocuklar için harcansın 
2394,carannak__,"İstanbul, Türkiye",2941,2001,2153,2021-01-04 17:16:26,25,annem beni kucağına bile alamıyor benim bakışlarımın tercümanı olun sesimi duyun smalıbebeklere valiliki zni
2395,carannak__,"İstanbul, Türkiye",2941,2001,2153,2021-01-04 17:16:18,3,bu dünyayı iyilik kurtaracak smalıbebeklere valiliki znii
2396,Semihcin6,,56,19,244,2021-01-04 17:15:40,1633,sma hastası çocuklarımız için hükümet harekete geçmeli hastalığın tedavisi için acilen kaynak sağlanmalı milli piyango nun milyon tl lik ikramiyesi de varlık fonu na aktarılmak yerine sma tedavisi için kullanılmalı 
2397,harunar87731903,ankara,1951,454,46586,2021-01-04 17:15:20,157,o kadar zıvanadan çıktılar ki allah birdir diye kampanya başlatsak sırf bizimle aynı fikirde olmamak için allah bir değildir diye karşı kampanya başlatırlar 
2398,dmrlyas,,142,846,86,2021-01-04 17:14:42,2,son gün 
2399,pisuloredana,,92,86,7322,2021-01-04 17:13:46,701,milli piyango dan varlık fonu na aktarılan milyon sma hastası çocuklarımızın tedavisi için kullanılsın gayet kullanılabilir 
2400,Katyush14757523,,273,315,48235,2021-01-04 17:13:41,9,cumhurbaşkanlığı bütçesi 28 1 artsın evetmilletvekili maaşlarına zam yapılsın evettunus a afganistan a milyon verilsin evetsma lı çocukların tedavisi karşılansın hayir
2401,AltugAras_,ÖZGÜRLÜĞÜN BAŞKENTİ KADIKÖY,16985,17759,448480,2021-01-04 17:13:12,9,cumhurbaşkanlığı bütçesi 28 1 artsın evetmilletvekili maaşlarına zam yapılsın evettunus a afganistan a milyon verilsin evetsma lı çocukların tedavisi karşılansın hayir
2402,rcnylmz35,"İzmir, Türkiye",881,782,43029,2021-01-04 17:13:03,228,cemaat ve vakıflara milyar tl aktaranlar bütün sma lı çocukların hayatını kurtaracak milyar tl yi çok görüyor vicdan düğmeniz çalışmıyor mu 
2403,AvMehmetUNAL,"Denizli, Türkiye",227,84,273,2021-01-04 17:12:50,0,en acısı ise tüm bunların tek bir kişi ve dar kadrolar tarafından uygulanması artık cânım ülkede tek bir geçerli akçe kaldı s a d a k a t 
2404,buurcugirgin,"Edirne, Türkiye",459,459,182,2021-01-04 17:12:43,1,varlık fonu na aktarılan milyon lira sma hastaları için harcansın 
