username,location,following,followers,totaltweets,whentweetcreated,retweets,text
polatdugan,İzmir,142,1075,1726,2021-01-01 19:11:11,0,İlkokuldayken #KemalSunal filmlerini kesinlikle izlememizi istemeyen bir öğretmenimiz vardı. İzleyen olursa sözlüsünüde düşük veriyordu. İspiyoncu arkadaşlarımızda vardı tabi. Ben izlerdim ama kimseye söylemezdim. Şimdi ne kadar doğru karar vermişim anlıyorum. #senhepgülümse
saglam_yilmaz,,60,24,263,2021-01-01 19:11:09,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
seenneslihan,,311,125,703,2021-01-01 19:11:04,0,Bu akşam üzeri ziraat bankasının reklamına denk gelince ne tuhaf olduk ne güzel olmuş  gözlerimiz doldu #SenHepGülümse #KemalSunal
kuroyff,,762,30,97,2021-01-01 19:10:58,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
iremm77,ESENKÖY İstanbul,486,889,29382,2021-01-01 19:08:10,0,"Ziraat bankası reklamı çok güzel olmamış mı🥰
#senhepgülümse Kemal abi ♥️"
dnzsvs34,Türkiye,629,123,1776,2021-01-01 19:07:47,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
tweetinghuma,A🤍,475,940,3702,2021-01-01 19:07:15,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
berko890,Türkiye / Antalya,86,68,5720,2021-01-01 19:05:32,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
PektasTansu,,147,33,194,2021-01-01 19:04:19,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
metrosairi,Öğretmen,1337,1006,182,2021-01-01 18:53:45,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
SiyahBeyazFaNi,,2335,2519,46198,2021-01-01 18:38:35,2,Gülmek En çok Sana Yakışıyordu Güzel Adam  #SenHepGülümse https://t.co/stbBEUoIKQ
mrtkdnz90,,28,17,12,2021-01-01 18:27:07,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
Omer__Bjk1903,"İstanbul, Türkiye",1096,1375,5996,2021-01-01 18:25:32,2,Gülmek En çok Sana Yakışıyordu Güzel Adam  #SenHepGülümse https://t.co/stbBEUoIKQ
arffclk,"İstanbul, Türkiye",464,407,8485,2021-01-01 18:07:25,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
tayfur_alperen,,185,135,1706,2021-01-01 17:59:00,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
ozlem19053,,274,245,1477,2021-01-01 17:58:17,1,"Güzel bir reklam olmuş 💫

#ZiraatBankası 👏🏻 

Seninle gülmeyi özlemişiz♥️

#KemalSunal 🤍

#SenHepGülümse https://t.co/AXtkiu9S5d"
necatis93,"Çanakkale, Türkiye",201,30,721,2021-01-01 17:58:08,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
firatgun717,,68,51,506,2021-01-01 17:55:51,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
ilribik,Mardin,138,56,102,2021-01-01 17:48:54,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
m_turhan78,,3640,3691,49478,2021-01-01 17:47:04,2,"Muhteşem olmuş 
Rahmetli büyük ustad KEMAL SUNAL’ı unutturmadığınız için teşekkürler @ziraatbankasi @alisunal 
#senhepgülümse #HAPPYNEWYEAR #2021year #yeniyıl https://t.co/jUmqVHx0He"
mebayram,İstanbul,489,134,733,2021-01-01 17:46:36,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
17HUK,"Sakarya, Türkiye",508,895,6733,2021-01-01 17:45:55,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
ynsemreksz,Samsun/İstanbul/TÜRKİYE ,1055,1046,8751,2021-01-01 17:45:07,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
ibrahimmglmz,,69,46,115,2021-01-01 17:40:44,0,"Reklam gibi reklam.
#SenHepGülümse https://t.co/ApZDFOlyDh"
YukselPresents,San Francisco - İstanbul ,4887,4732,451,2021-01-01 17:40:03,2,"Muhteşem olmuş 
Rahmetli büyük ustad KEMAL SUNAL’ı unutturmadığınız için teşekkürler @ziraatbankasi @alisunal 
#senhepgülümse #HAPPYNEWYEAR #2021year #yeniyıl https://t.co/jUmqVHx0He"
ruhsaltarti,,324,331,169,2021-01-01 17:39:16,0,Ziraat Bankasının Kemal Sunal’lı reklamı iç ısıtıyor ❤️ #senhepgülümse #ziraatbankasi #reklam #KemalSunal
cengocapkin,Tekirdağ / Çorlu,192,20,505,2021-01-01 17:37:09,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
zlem75145019,"Samsun, Türkiye",48,22,34,2021-01-01 17:35:53,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
BurakKaynar,"İstanbul,Turkey ",598,353,21621,2021-01-01 17:35:51,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
gorkemklc,,28,21,353,2021-01-01 17:34:48,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
yumitsimsir,,125,35,5295,2021-01-01 17:30:23,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
1kisiicin,Turkey,314,320,14981,2021-01-01 17:23:55,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
MNYS878116,,1131,104,2357,2021-01-01 17:18:49,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
mustafasahinn6,"Sakarya, Türkiye",238,163,1475,2021-01-01 17:15:56,0,"Çok güzel bir fikir umarım, devamı gelir 🙏 #SenHepGülümse https://t.co/ZABtvBFoaz"
kilic1980_kl,"İstanbul, Türkiye",114,49,1101,2021-01-01 17:12:58,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
sjenicahamzic,"Sjenica, Srbija",920,502,9338,2021-01-01 17:08:48,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
FBsenol1907,,223,31,439,2021-01-01 17:07:33,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
Alican16444518,,329,300,3446,2021-01-01 17:06:15,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
MaviMasal95,,153,326,26025,2021-01-01 17:02:35,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
koraybeydiyin,,2385,128,1491,2021-01-01 16:59:27,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
sudde36,01,197,71,119,2021-01-01 16:59:18,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
haticeekraca,,1834,1993,1425,2021-01-01 16:55:49,0,Gerçekten çok güzel olmuş  :) #SenHepGülümse https://t.co/MZ6TYMvbxP
f_e_r_h_a_t_g_s,,824,651,2551,2021-01-01 16:53:27,0,#ziraatbankasi yeni reklamı çok güzel olmuş 👍👏 #Kemalsunal @ziraatbankasi #SenHepGülümse
guvenock,Sivs-Samsn-Ank-Amasya-Ank-Rize,335,188,61931,2021-01-01 16:53:25,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
sabrigs180818,"Heilbronn, Deutschland",156,9,288,2021-01-01 16:53:14,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
alphandogualp,"İstanbul, Türkiye",394,404,23117,2021-01-01 16:52:44,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
tufan_celebi,,558,251,15849,2021-01-01 16:51:56,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
gseness97,Boşluk,1542,1541,2753,2021-01-01 16:51:56,0,Ziraat Bankasının Kemal Sunal'ı gösterdiği reklamı tüylerim diken diken izledim.. #senhepgülümse
yigitttalbayrak,Bursa,357,473,7679,2021-01-01 16:51:29,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
cekirdeksizavo,,765,662,9209,2021-01-01 16:51:15,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
muhammetkink1,Aydın,361,81,276,2021-01-01 16:50:55,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
ozlemcimbom1905,"Rize, Türkiye",2081,2317,7294,2021-01-01 16:49:48,1,"Güzel bir reklam olmuş 💫

#ZiraatBankası 👏🏻 

Seninle gülmeyi özlemişiz♥️

#KemalSunal 🤍

#SenHepGülümse https://t.co/AXtkiu9S5d"
arand_rukiye,Türkiye,791,114,3868,2021-01-01 16:46:59,0,Yapay zeka ile Kemal Sunal ‘ı Ziraat bankası reklamında  görmek çok güzel teşekkürler🍭#senhepgülümse 🎈 @ziraatbankasi @ziraatkatilim @ZiraatDestek
nessli96,"Bursa, Türkiye",384,393,265,2021-01-01 16:46:57,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
BrhnSlkn,"Konak, İzmir",457,61,6063,2021-01-01 16:46:10,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
ttomriss81,,386,208,2381,2021-01-01 16:46:01,0,Ziraat Bankası çok güzel reklam yapmış #senhepgülümse canım Kemal Sunal
yucelhallac,,33,5,14,2021-01-01 16:45:01,0,@ziraatbankasi Bir Kemal Sunal hayranı olarak sırf reklamı izlemek için YouTube’ a girdim. Özlemişiz Kemal abiyi. 152. yıl reklamınızda çok başarılı. Başarılarınız devamını dilerim. #SenHepGülümse
ksknsdt,Germany-Essen,669,531,9393,2021-01-01 16:44:38,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
z_neyne,,460,246,2202,2021-01-01 16:43:07,0,Ziraat Bankasının Kemal Sunallı reklamı harika olmuş👏 #senhepgülümse
yucelhallac,,33,5,14,2021-01-01 16:41:59,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
umtakpnar,,769,95,4423,2021-01-01 16:40:21,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
mskzmtk,"Kütahya, Türkiye",474,77,3514,2021-01-01 16:40:09,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
unalonerr,"Isparta, Alanya",275,166,3997,2021-01-01 16:37:37,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
o1turkmen,uzay,78,42,24787,2021-01-01 16:37:21,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
AtakanColak2,,97,42,1121,2021-01-01 16:37:13,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
kscabeko,"İstanbul, Türkiye",434,138,6022,2021-01-01 16:37:04,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
RamazanAay,,173,114,397,2021-01-01 16:37:02,0,Belkide gülmenin en çok yakıştığı insanlardandın #KemalSunal #SenHepGülümse https://t.co/Ydq16VL14o
Mutlu1Besiktas,,76,97,6418,2021-01-01 16:36:57,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
bthnzby07,17,329,178,9864,2021-01-01 16:36:55,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
meethaann,,379,121,400,2021-01-01 16:35:25,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
Alexinsolayak10,Fenerbahçe/Kadıköy/İstanbul,1494,2037,111913,2021-01-01 16:35:20,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
oz_rubar,"İstanbul, Türkiye",427,298,789,2021-01-01 16:34:56,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
MURATDO88589806,,2,1,13,2021-01-01 16:34:50,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
nihatcoskunn,"İstanbul, Türkiye",275,317,1927,2021-01-01 16:33:43,0,Çok başarılı bir reklam olmuş 👍🏽 #SenHepGülümse #KemalSunal https://t.co/yS3GKkgW4t
AVkenrosenberg,"Vice, Peru",2,59,39,2021-01-01 16:33:34,0,#senhepgülümse çok harika bir iş çıkarmışsınız yüzümüzü güldürdünüz tebrikler @ziraatbankasi
MuhammetKuz,Zonguldak,1172,148,3535,2021-01-01 16:32:38,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
FMHikayeleri,✉️ iletisim@fmhikayeleri.com,92,45945,7238,2021-01-01 16:30:52,32,Çok özledik be Kemal abi #SenHepGülümse https://t.co/9RVDmj5JX8
3KASIM2017,"Galatasaray, Türkiye",205,27,202,2021-01-01 16:29:17,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
MMasattas,"Hatay, Türkiye",136,104,158,2021-01-01 16:27:51,0,Çok güzel olmuş gerçekten. Ellerinize sağlık. #senhepgülümse https://t.co/VZ36wbdSKN
Okaanvrl,"Trabzon, Türkiye",299,276,1021,2021-01-01 16:21:06,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
enes_firat,,307,140,2897,2021-01-01 16:18:31,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
Polatcann17,,690,769,557,2021-01-01 16:18:14,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
MuhammetTilki,,677,304,33810,2021-01-01 16:10:02,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
magnisuleymn,Ankara,185,455,4034,2021-01-01 16:06:58,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
Ricercatore_,,327,269,724,2021-01-01 16:05:08,0,"Ziraat Bankası, 10 da 10 reklam olmuş, Kemal Sunal'ı Saygı ve minnetle anıyorum,Kemal abi gülüşün unutulmuyor..Duygulandırdı..
#SenHepGülümse https://t.co/z4qyeULKqu"
cabuoglu91,düzce,201,100,558,2021-01-01 16:04:18,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
eliffuncu,instagram:elif.uncu,406,200,3440,2021-01-01 15:59:54,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
kbraalaca8,,81,14,62,2021-01-01 15:59:18,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
_RamazanAslan,"Batman Merkez, Batman",1466,1519,152,2021-01-01 15:52:08,0,"""Ve sen öyle güzel gülüyorsun ki Kemal abi, gülüşün unutulmuyor.""
 Sen ne muazzam bir reklamsın öyle...
#SenHepGülümse 
#KemalSunal https://t.co/cXba8P4RGO"
sametcplk,,3943,3322,85593,2021-01-01 15:51:16,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
morg1047,Düzce,420,1775,4297,2021-01-01 15:47:15,0,ziraat bankasının Kemal Sunal reklamı.. boğazlar düğüm düğüm.. #senhepgülümse
__disiAslan,"Dortmund, Deutschland",571,1204,12314,2021-01-01 15:44:25,560,"Öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın, öyle şeyler yap ki adını hiç kimse unutmasın, unutamasın. Ziraat Bankası, güler yüzüyle 157 yıldır bir bankadan daha fazlası. #ZiraatBankası #BirBankadanDahaFazlası #SenHepGülümse https://t.co/AxkdUcMKHy"
